attribution_id,sales_order_number,customer_key,sales_territory_key,campaign_id,touchpoint_date,conversion_date,attribution_model,attribution_credit,order_currency_key,attributed_revenue_order_currency,usd_average_rate,attributed_revenue_usd,currency_basis,synthetic_note,data_origin,generator_version,scenario_id,seed,generated_at
ATT-000024,SO43750,11591,7,CMP-FR-SEARCH,2011/1/11,2011/1/11,LAST_CLICK,1,39,3578.27,0.15476522,553.79,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000025,SO43751,11592,7,CMP-FR-SHOPPING,2011/1/11,2011/1/11,LAST_CLICK,1,39,3578.27,0.15476522,553.79,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000026,SO43752,13265,8,CMP-DE-SOCIAL,2011/1/11,2011/1/11,LAST_CLICK,1,29,3578.27,0.51907604,1857.39,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000027,SO43753,16482,9,CMP-AU-SEARCH,2011/1/11,2011/1/11,LAST_CLICK,1,6,3578.27,0.63415562,2269.18,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000028,SO43754,27617,1,CMP-US-SHOPPING,2011/1/12,2011/1/12,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000029,SO43755,27670,4,CMP-US-SOCIAL,2011/1/12,2011/1/12,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000030,SO43756,19941,10,CMP-GB-SEARCH,2011/1/12,2011/1/12,LAST_CLICK,1,98,699.1,1.60307791,1120.71,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000031,SO43757,11017,9,CMP-AU-SHOPPING,2011/1/12,2011/1/12,LAST_CLICK,1,6,3374.99,0.63661828,2148.58,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000032,SO43758,27646,4,CMP-US-SHOPPING,2011/1/13,2011/1/13,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000033,SO43759,13257,8,CMP-DE-SOCIAL,2011/1/13,2011/1/13,LAST_CLICK,1,29,3578.27,0.51564998,1845.13,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000034,SO43760,16352,9,CMP-AU-SHOPPING,2011/1/13,2011/1/13,LAST_CLICK,1,6,3578.27,0.63528365,2273.22,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000035,SO43761,16493,9,CMP-AU-SEARCH,2011/1/13,2011/1/13,LAST_CLICK,1,6,3578.27,0.63528365,2273.22,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000036,SO43762,27578,4,CMP-US-SEARCH,2011/1/14,2011/1/14,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000037,SO43763,16525,9,CMP-AU-SOCIAL,2011/1/14,2011/1/14,LAST_CLICK,1,6,3578.27,0.63669935,2278.28,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000038,SO43764,16612,9,CMP-AU-SOCIAL,2011/1/14,2011/1/14,LAST_CLICK,1,6,3578.27,0.63669935,2278.28,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000039,SO43765,11010,9,CMP-AU-SHOPPING,2011/1/14,2011/1/14,LAST_CLICK,1,6,3399.99,0.63669935,2164.77,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000040,SO43766,16518,9,CMP-AU-SHOPPING,2011/1/15,2011/1/15,LAST_CLICK,1,6,3578.27,0.63323202,2265.88,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000041,SO43767,11001,9,CMP-AU-SEARCH,2011/1/15,2011/1/15,LAST_CLICK,1,6,3374.99,0.63323202,2137.15,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000042,SO43768,27649,1,CMP-US-SEARCH,2011/1/16,2011/1/16,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000043,SO43769,21659,6,CMP-CA-SOCIAL,2011/1/16,2011/1/16,LAST_CLICK,1,19,3578.27,0.67558438,2417.42,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000044,SO43770,27614,1,CMP-US-SEARCH,2011/1/16,2011/1/16,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000045,SO43771,14559,4,CMP-US-SHOPPING,2011/1/16,2011/1/16,LAST_CLICK,1,100,699.1,1,699.1,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000046,SO43772,16524,9,CMP-AU-SHOPPING,2011/1/16,2011/1/16,LAST_CLICK,1,6,3578.27,0.6319914,2261.44,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000047,SO43773,16526,9,CMP-AU-SOCIAL,2011/1/16,2011/1/16,LAST_CLICK,1,6,3578.27,0.6319914,2261.44,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000048,SO43774,16348,9,CMP-AU-SHOPPING,2011/1/16,2011/1/16,LAST_CLICK,1,6,3578.27,0.6319914,2261.44,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000049,SO43775,11027,9,CMP-AU-SOCIAL,2011/1/16,2011/1/16,LAST_CLICK,1,6,3399.99,0.6319914,2148.76,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000050,SO43776,13260,8,CMP-DE-SOCIAL,2011/1/17,2011/1/17,LAST_CLICK,1,29,3578.27,0.51232133,1833.22,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000051,SO43777,16515,9,CMP-AU-SEARCH,2011/1/17,2011/1/17,LAST_CLICK,1,6,3578.27,0.63191153,2261.15,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000052,SO43778,11018,9,CMP-AU-SEARCH,2011/1/17,2011/1/17,LAST_CLICK,1,6,3399.99,0.63191153,2148.49,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000053,SO43779,25252,9,CMP-AU-SHOPPING,2011/1/17,2011/1/17,LAST_CLICK,1,6,699.1,0.63191153,441.77,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000054,SO43780,11599,7,CMP-FR-SEARCH,2011/1/18,2011/1/18,LAST_CLICK,1,39,3578.27,0.15283276,546.88,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000055,SO43781,16495,9,CMP-AU-SOCIAL,2011/1/18,2011/1/18,LAST_CLICK,1,6,3578.27,0.63259109,2263.58,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000056,SO43782,16516,9,CMP-AU-SHOPPING,2011/1/18,2011/1/18,LAST_CLICK,1,6,3578.27,0.63259109,2263.58,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000057,SO43783,16620,9,CMP-AU-SEARCH,2011/1/18,2011/1/18,LAST_CLICK,1,6,3578.27,0.63259109,2263.58,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000058,SO43784,27667,4,CMP-US-SOCIAL,2011/1/19,2011/1/19,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000059,SO43785,11601,7,CMP-FR-SHOPPING,2011/1/19,2011/1/19,LAST_CLICK,1,39,3578.27,0.15471973,553.63,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000060,SO43786,11607,7,CMP-FR-SEARCH,2011/1/19,2011/1/19,LAST_CLICK,1,39,3578.27,0.15471973,553.63,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000061,SO43787,29385,8,CMP-DE-SEARCH-GENERIC,2011/1/19,2011/1/19,LAST_CLICK,1,29,3399.99,0.51891443,1764.3,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000062,SO43788,11239,10,CMP-GB-SHOPPING,2011/1/19,2011/1/19,LAST_CLICK,1,98,3374.99,1.61004669,5433.89,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000063,SO43789,25865,1,CMP-US-SEARCH,2011/1/19,2011/1/19,LAST_CLICK,1,100,3374.99,1,3374.99,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000064,SO43790,25857,1,CMP-US-SOCIAL,2011/1/19,2011/1/19,LAST_CLICK,1,100,3399.99,1,3399.99,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000065,SO43791,16484,9,CMP-AU-SEARCH,2011/1/19,2011/1/19,LAST_CLICK,1,6,3578.27,0.63291139,2264.73,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000066,SO43792,16623,9,CMP-AU-SOCIAL,2011/1/19,2011/1/19,LAST_CLICK,1,6,3578.27,0.63291139,2264.73,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000067,SO43793,11000,9,CMP-AU-SEARCH,2011/1/19,2011/1/19,LAST_CLICK,1,6,3399.99,0.63291139,2151.89,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000068,SO43794,11029,9,CMP-AU-SHOPPING,2011/1/19,2011/1/19,LAST_CLICK,1,6,3399.99,0.63291139,2151.89,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000069,SO43795,27615,4,CMP-US-SOCIAL,2011/1/20,2011/1/20,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000070,SO43796,17956,7,CMP-FR-SEARCH,2011/1/20,2011/1/20,LAST_CLICK,1,39,699.1,0.15588222,108.98,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000071,SO43797,16345,9,CMP-AU-SHOPPING,2011/1/20,2011/1/20,LAST_CLICK,1,6,3578.27,0.63548551,2273.94,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000072,SO43798,16521,9,CMP-AU-SEARCH,2011/1/20,2011/1/20,LAST_CLICK,1,6,3578.27,0.63548551,2273.94,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000073,SO43799,16636,9,CMP-AU-SHOPPING,2011/1/20,2011/1/20,LAST_CLICK,1,6,3578.27,0.63548551,2273.94,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000074,SO43820,27651,4,CMP-US-SEARCH,2011/1/25,2011/1/25,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000075,SO43821,27663,4,CMP-US-SHOPPING,2011/1/25,2011/1/25,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000076,SO43822,27669,4,CMP-US-SHOPPING,2011/1/25,2011/1/25,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000077,SO43823,19942,10,CMP-GB-SOCIAL,2011/1/25,2011/1/25,LAST_CLICK,1,98,699.1,1.62127108,1133.43,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000078,SO43824,14558,1,CMP-US-SOCIAL,2011/1/25,2011/1/25,LAST_CLICK,1,100,699.1,1,699.1,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000079,SO43825,16349,9,CMP-AU-SEARCH,2011/1/25,2011/1/25,LAST_CLICK,1,6,3578.27,0.63520295,2272.93,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000080,SO43826,11008,9,CMP-AU-SEARCH,2011/1/25,2011/1/25,LAST_CLICK,1,6,3374.99,0.63520295,2143.8,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000081,SO43827,25250,9,CMP-AU-SHOPPING,2011/1/25,2011/1/25,LAST_CLICK,1,6,699.1,0.63520295,444.07,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000082,SO43828,27605,1,CMP-US-SOCIAL,2011/1/26,2011/1/26,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000083,SO43829,27611,4,CMP-US-SEARCH,2011/1/26,2011/1/26,LAST_CLICK,1,100,3578.27,1,3578.27,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000084,SO43830,16347,9,CMP-AU-SHOPPING,2011/1/26,2011/1/26,LAST_CLICK,1,6,3578.27,0.63520295,2272.93,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000085,SO43831,11028,9,CMP-AU-SEARCH,2011/1/26,2011/1/26,LAST_CLICK,1,6,3374.99,0.63520295,2143.8,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
ATT-000086,SO43832,13584,10,CMP-GB-SEARCH,2011/1/26,2011/1/26,LAST_CLICK,1,98,3578.27,1.62337662,5808.88,FactCurrencyRate.AverageRate on conversion date,SIMULATED last-click attribution linked to AdventureWorks order,synthetic_extension,1.0.0,BASELINE,20260728,2026-07-28T00:00:00.000Z
